DATA,CE_SECO,CMO_SECO,EA_SECO,GE_SECO,DM_SECO,PLD_SECO,MPI_SECO_50,MPC_SECO,LPI_SECO_50,LPC_SECO,
1/11/2020,"41,419.54",263.04,43822.41,"42,019.69","51,049.97",195.13,247.50,205.02,204.25,168.57,
1/18/2020,"38,603.06",349.15,45630.08,"40,351.51","45,952.15",290.33,284.27,241.26,206.54,170.51,
1/25/2020,"40,430.38",318.05,51058.46,"41,692.39","49,921.42",368.51,251.31,206.30,206.87,170.56,
2/1/2020,"40,547.76",186.86,55316.14,"42,857.63","47,549.00",268.32,230.52,184.92,208.34,170.99,
2/8/2020,"38,998.32",145.56,64840.12,"39,805.17","46,242.77",355.42,228.13,184.93,209.56,171.72,
2/15/2020,"42,078.80",141.62,72459.95,"42,036.28","50,802.83",333,200.37,156.26,210.42,172.39,
2/22/2020,"36,948.25",140.51,79997.92,"38,934.15","45,621.19",190.96,169.55,122.69,210.27,172.18,
2/29/2020,"37,352.06",53.84,89358.47,"39,078.26","44,672.34",150.67,151.46,105.28,209.68,171.60,
3/7/2020,"39,693.75",87.91,94823.34,"40,520.36","48,242.77",146.13,176.40,130.32,209.35,171.38,
3/14/2020,"41,241.18",99.08,97331.65,"41,639.26","48,960.64",143.85,180.43,134.56,209.48,171.06,
3/21/2020,"35,145.08",101.8,102474.47,"35,985.29","42,801.03",58.6,148.73,102.55,207.41,168.82,
3/28/2020,"35,328.05",0,105851.12,"35,447.50","42,634.62",86.62,102.61,60.69,203.34,165.74,
4/4/2020,"32,790.95",0.08,107881.13,"33,860.38","41,932.59",100.86,88.82,51.72,199.95,162.80,
4/11/2020,"31,698.55",0.05,109306.31,"33,876.01","40,894.16",101.98,105.97,70.76,197.55,160.98,
4/18/2020,"31,133.38",0,111415.55,"33,110.23","40,756.28",39.68,103.98,68.09,196.28,159.80,
4/25/2020,"32,004.57",0,112012.38,"33,205.43","41,288.18",39.68,94.61,57.69,192.06,155.55,
5/2/2020,"31,707.62",25.82,112098.61,"32,959.65","40,857.49",39.68,102.81,66.32,189.51,152.86,
5/9/2020,"31,697.71",42.39,112042.27,"32,687.88","41,355.89",39.68,119.22,83.00,188.94,152.33,
5/16/2020,"31,760.89",80.13,112074.37,"33,118.25","41,132.21",39.68,123.01,87.51,186.87,150.08,
5/23/2020,"30,894.94",91.87,112381.27,"32,487.35","40,677.72",53.85,134.99,100.32,185.52,149.04,
5/30/2020,"31,726.72",102.42,111393.40,"32,961.77","41,707.15",61.33,139.28,105.31,185.22,149.28,
6/6/2020,"32,695.17",112.53,110985.53,"31,493.82","41,898.05",78.88,137.68,102.93,185.74,149.12,
6/13/2020,"32,121.08",125.44,110379.05,"28,317.63","41,587.55",91.41,157.03,121.57,185.86,149.52,
6/20/2020,"33,153.92",116.4,108411.11,"32,038.25","42,847.20",104.09,152.35,116.36,187.26,151.01,
6/27/2020,"32,713.35",94.47,106811.69,"33,501.32","42,386.08",114.92,136.48,101.04,186.82,150.88,
7/4/2020,"33,073.39",81.88,105117.32,"31,488.65","42,891.17",127.68,129.10,93.37,186.68,150.23,
7/11/2020,"33,651.66",83.71,103122.83,"30,427.36","42,835.77",117.82,133.94,97.64,186.33,149.63,
7/18/2020,"33,804.17",88.05,100763.72,"29,649.89","43,523.29",96.57,136.14,99.85,186.76,149.73,
7/25/2020,"34,085.89",91.42,97859.72,"30,412.48","43,901.76",83.69,131.55,93.58,185.77,148.85,
8/1/2020,"33,589.83",90.75,94927.78,"30,455.82","43,607.84",85.45,141.24,103.63,186.20,148.96,
8/8/2020,"35,181.50",99.51,91448.02,"31,661.57","45,258.00",90.32,146.44,107.32,186.26,149.03,
8/15/2020,"35,995.21",90.21,89027.59,"31,117.59","45,730.16",93.25,122.43,83.62,184.49,147.60,
8/22/2020,"33,999.61",54.81,87389.34,"30,319.69","44,540.19",92.98,119.21,79.60,183.82,146.35,
8/29/2020,"36,688.70",63.45,84094.68,"32,763.23","45,734.16",103.18,125.61,86.80,182.66,145.48,
9/5/2020,"37,503.36",70.47,80003.16,"32,826.20","47,362.41",94.16,134.67,95.03,183.19,145.60,
9/12/2020,"39,133.87",83.66,75375.58,"33,661.24","46,896.75",58.27,135.03,92.91,183.30,147.66,
9/19/2020,"37,061.07",98.3,70497.60,"33,791.83","45,323.11",66.89,148.08,106.07,183.47,147.38,
9/26/2020,"41,146.21",168.74,65370.55,"37,088.54","51,557.93",76.24,174.41,132.70,183.49,147.47,
10/3/2020,"42,003.88",262.04,59984.65,"38,298.38","51,368.97",88.98,236.05,192.51,185.26,148.99,
10/10/2020,"37,725.79",282.62,55779.54,"35,072.19","48,399.05",105.54,259.18,213.07,186.39,150.19,
10/17/2020,"37,541.81",318.74,51911.53,"35,765.20","45,735.18",172.67,246.42,198.96,187.55,150.89,
10/24/2020,"37,934.63",318.62,48454.43,"37,703.75","46,938.21",261.89,232.34,185.08,186.76,150.55,
10/31/2020,"34,375.96",368.03,46072.85,"36,284.56","44,317.91",281.43,306.61,259.53,188.80,152.69,
11/7/2020,"38,458.58",630.47,42329.49,"37,858.40","45,791.17",315.94,331.00,282.98,191.00,154.66,
11/14/2020,"37,911.87",475.62,40366.07,"37,286.39","46,773.35",317.03,331.33,281.94,192.55,155.68,
11/21/2020,"38,533.20",617.02,37949.58,"37,920.20","48,201.85",370.77,429.14,382.10,196.32,159.26,
11/28/2020,"41,723.63",744.43,34096.20,"38,809.12","49,203.25",559.75,438.27,391.31,199.31,161.66,
12/5/2020,"38,991.71",214.75,33768.90,"37,077.38","47,643.54",476.59,311.84,262.20,198.32,160.46,
12/12/2020,"40,748.72",262.84,33934.54,"38,775.54","48,742.34",559.75,263.51,213.68,197.27,159.71,
12/19/2020,"38,050.92",189.61,35282.01,"34,832.29","48,175.81",559.75,231.24,180.04,197.44,159.70,
12/26/2020,"35,663.71",220.72,38768.02,"33,699.41","45,105.71",210.74,242.98,192.59,197.62,159.90,
1/2/2021,"39,110.67",281.49,40561.55,"36,542.39","48,018.45",264.24,322.60,270.60,197.81,160.49,
1/9/2021,"41,511.69",361.74,42954.18,"39,581.85","48,395.66",198.36,252.18,196.83,198.30,160.69,
1/16/2021,"41,436.39",223.7,46440.95,"37,119.71","48,624.57",220.89,295.24,239.04,199.64,161.54,
1/23/2021,"42,742.70",177.73,47572.68,"38,670.97","50,962.52",297.43,280.80,224.00,201.60,162.27,
1/30/2021,"44,090.75",148.01,48326.79,"38,953.72","52,471.54",306.12,257.30,195.89,202.34,162.72,
2/6/2021,"39,246.78",179.93,51616.73,"37,543.93","46,432.00",215.56,231.24,173.19,202.59,163.33,
2/13/2021,"39,730.60",166.42,55640.07,"36,868.89","47,885.37",184.35,231.33,175.13,203.27,164.10,
2/20/2021,"41,373.48",175.74,59062.65,"37,234.69","49,041.91",152.1,222.09,163.46,203.18,163.99,
2/27/2021,"40,896.68",134.84,62989.98,"35,152.47","49,203.60",170.45,200.54,145.20,203.52,164.20,
3/6/2021,"40,705.83",81.27,66789.30,"37,036.62","48,545.77",173.37,165.37,112.20,202.23,163.26,
3/13/2021,"41,919.59",133.41,69874.41,"38,279.20","49,193.26",184.15,175.16,124.24,201.66,162.66,
3/20/2021,"42,783.99",139.33,71585.14,"37,463.61","49,655.86",119.64,192.63,144.42,202.17,163.72,
3/27/2021,"40,920.09",106.11,72475.84,"36,034.17","48,988.49",70.71,183.32,134.77,202.08,163.99,
4/3/2021,"39,115.64",157.67,72810.84,"33,504.40","47,222.18",117.4,229.90,180.76,203.73,165.46,
4/10/2021,"39,550.04",131.7,72167.61,"35,049.13","47,569.97",126.23,267.07,218.89,205.41,166.98,
4/17/2021,"37,859.68",164.9,71688.64,"34,988.37","46,087.32",99.96,284.40,235.92,210.55,172.73,
4/24/2021,"38,510.00",162.29,70992.44,"34,652.19","47,385.75",125.43,354.04,305.22,216.28,178.43,
5/1/2021,"38,032.62",173.48,69428.21,"35,009.60","48,204.41",108.77,336.24,285.16,219.22,181.13,
5/8/2021,"37,923.53",172.56,68271.09,"34,598.19","47,647.31",161.94,466.20,413.78,224.35,185.96,
5/15/2021,"38,344.49",220.13,67063.23,"34,571.70","48,496.02",146.95,459.76,408.02,226.77,188.37,
5/22/2021,"38,544.60",287.26,66010.59,"35,193.10","48,382.32",207.05,445.83,392.57,230.06,191.01,
5/29/2021,"38,218.17",325.11,65152.13,"34,749.89","47,535.39",191.8,473.80,420.80,234.06,195.58,
6/5/2021,"38,600.26",431.24,63375.54,"34,949.41","47,818.70",230.39,513.60,458.41,246.53,206.75,
6/12/2021,"37,180.48",434.26,61773.36,"35,284.88","46,837.47",231.73,583.82,531.40,250.79,210.34,
6/19/2021,"37,383.30",682.22,60369.98,"33,510.99","46,957.56",252.82,593.24,541.51,261.92,221.75,
6/26/2021,"36,368.69",944.55,59165.57,"31,031.87","45,668.70",276.15,581.01,526.13,270.33,229.03,
7/3/2021,"36,049.25",957.12,58030.45,"30,088.99","46,373.12",284.47,606.00,552.06,276.05,235.05,
7/10/2021,"37,011.37","1,030.55",56674.65,"29,421.44","47,068.32",321.3,573.65,520.47,279.39,237.54,
7/17/2021,"36,511.70","1,109.51",55165.37,"29,711.02","46,551.99",583.88,579.84,529.45,277.27,235.82,
7/24/2021,"36,603.66","1,239.00",53348.73,"29,849.48","47,290.74",583.88,592.61,543.25,277.59,235.26,
7/31/2021,"36,297.35","2,540.18",51744.96,"29,410.09","46,480.62",583.88,601.23,552.06,274.92,232.82,
8/7/2021,"37,295.52","2,901.00",50050.51,"29,330.11","47,171.56",583.88,594.50,544.94,275.68,233.34,
8/14/2021,"38,389.25","3,044.45",47934.34,"30,215.73","48,294.85",583.88,599.09,550.18,277.64,235.22,
8/21/2021,"40,218.18","2,449.89",45077.29,"31,812.18","49,991.50",583.88,603.33,554.77,280.38,237.77,
8/28/2021,"38,672.00","1,027.43",42200.37,"47,842.68","47,887.05",583.88,598.65,548.18,281.65,238.82,
9/4/2021,"39,310.64","1,261.35",38953.20,"32,803.01","49,358.76",583.88,594.10,542.86,282.00,239.15,
9/11/2021,"41,177.87",868.3,37030.64,"31,904.81","49,851.18",583.88,553.24,502.94,229.00,191.46,
9/18/2021,"40,613.22",712.8,35593.67,"29,459.70","49,744.49",583.88,530.81,479.52,229.45,191.37,
9/25/2021,"40,493.51",533.36,34031.16,"30,045.79","49,084.06",583.88,546.83,496.55,229.77,191.09,
10/2/2021,"39,197.03",426.2,33896.55,"29,480.65","47,781.80",583.88,449.85,399.10,227.18,188.58,
10/9/2021,"36,721.12",198.74,34522.50,"29,466.48","48,245.77",583.88,341.91,290.93,224.31,185.46,
10/16/2021,"36,700.37",172.6,35943.40,"31,296.52","45,793.85",549.01,300.43,248.49,220.81,182.38,
10/23/2021,"38,200.09",161.01,36755.07,"31,789.66","47,876.77",452.28,253.65,201.67,218.57,180.20,
10/30/2021,"37,809.99",94.09,38060.95,"32,905.19","47,579.86",209.43,230.35,176.08,217.51,179.31,
11/6/2021,"39,791.90",99.64,38029.17,"35,025.73","47,578.02",177.38,249.68,192.35,217.54,178.60,
11/13/2021,"38,938.29",68.91,38591.53,"33,956.99","49,496.88",161.22,226.71,171.03,215.87,177.15,
11/20/2021,"40,390.90",88.23,39796.31,"35,901.68","50,241.38",101.07,225.85,171.45,215.05,176.68,
11/27/2021,"41,768.81",41.61,40805.80,"36,631.75","50,098.05",107.09,229.99,175.68,215.15,176.84,
12/4/2021,"40,027.66",56.65,42078.29,"35,284.19","47,583.16",74.13,209.29,154.61,215.82,177.02,
12/11/2021,"41,826.55",84.57,44381.90,"36,165.63","49,106.97",94.1,305.03,250.36,217.81,179.25,
12/18/2021,"38,971.17",63.66,49018.60,"35,304.78","48,013.17",50.79,251.71,198.95,218.46,179.76,
12/25/2021,"37,048.64",63.54,52532.80,"33,924.35","45,943.31",59.15,241.27,187.20,218.97,180.34,
1/1/2022,"39,032.53",66.62,57997.78,"35,357.69","48,381.57",82.26,210.99,155.83,217.90,179.38,
1/8/2022,"39,362.48",50.35,70801.55,"35,234.34","48,835.02",66.34,161.40,108.27,213.44,175.20,
1/15/2022,"42,792.80",61.77,77052.13,"36,238.96","50,654.85",65.5,166.76,114.16,214.56,176.27,
1/22/2022,"44,452.20",61.39,80436.78,"38,034.75","51,474.96",69.7,163.98,111.88,215.59,177.62,
1/29/2022,"41,575.33",13.25,88966.61,"36,392.27","49,555.80",57.09,144.70,92.15,216.96,178.19,
2/5/2022,"41,622.88",6.98,100661.09,"37,063.87","48,459.23",62.1,131.17,79.14,215.33,177.02,
2/12/2022,"42,497.01",10.19,110277.68,"38,147.71","50,407.89",65.82,124.15,74.02,212.05,173.56,
2/19/2022,"43,282.92",11.59,117039.23,"38,361.58","51,053.47",55.7,128.04,79.28,212.92,174.58,
2/26/2022,"43,849.23",10.03,120335.97,"39,377.36","51,996.43",55.7,130.15,81.41,217.27,178.96,
3/5/2022,"45,550.97",12.08,121785.73,"41,719.94","52,710.06",55.7,121.75,72.88,218.23,180.22,
3/12/2022,"44,616.28",13.2,125580.17,"40,739.28","52,803.87",55.7,142.84,95.18,219.58,181.84,
3/19/2022,"42,888.40",11.94,128054.24,"37,899.69","51,563.11",55.7,133.71,86.69,222.39,184.66,
3/26/2022,"43,554.53",42.32,130425.30,"36,052.13","51,990.75",55.7,123.77,76.82,221.08,183.20,
4/2/2022,"42,343.95",40.15,132679.92,"34,197.90","50,602.34",55.7,117.73,71.46,220.49,182.11,
4/9/2022,"41,424.55",6.48,134590.27,"33,208.41","50,401.76",55.7,130.23,84.87,220.05,181.92,
4/16/2022,"38,051.70",26.83,135856.58,"31,330.54","48,271.06",55.7,128.60,83.41,217.86,179.64,
4/23/2022,"41,827.09",32.22,135978.13,"33,074.84","50,623.01",55.7,123.79,78.02,216.35,178.61,
4/30/2022,"40,516.77",20.36,136359.52,"30,603.36","49,640.40",55.7,122.22,77.58,214.26,176.57,
5/7/2022,"38,762.40",15.13,136469.70,"29,844.92","48,680.37",55.7,144.82,101.06,212.37,174.38,
5/14/2022,"37,409.09",40.92,136474.72,"30,553.77","47,484.63",55.7,147.61,104.25,213.74,176.12,
5/21/2022,"37,087.32",42.28,136122.59,"30,699.81","48,146.32",55.7,163.59,120.49,216.96,179.24,
5/28/2022,"38,658.86",39.5,135731.30,"31,309.56","48,139.90",55.7,141.44,96.66,214.89,177.35,
6/4/2022,"38,180.91",57.89,135441.50,"29,799.65","48,127.16",55.7,129.90,86.78,212.16,173.76,
6/11/2022,"36,242.77",50.17,135551.47,"28,145.72","46,855.70",55.7,139.23,97.06,212.61,174.93,
6/18/2022,"37,452.13",50.08,134760.19,"28,423.55","47,912.13",55.7,121.11,80.40,209.97,172.66,
6/25/2022,"36,897.77",45.35,133840.36,"28,189.55","47,323.47",55.76,116.27,76.35,208.08,170.81,
7/2/2022,"37,583.89",55.86,132568.44,"27,515.03","48,340.06",55.7,110.33,72.14,206.27,169.36,
7/9/2022,"38,016.41",56.96,130818.51,"27,929.49","48,536.22",55.7,127.88,91.43,204.59,168.23,
7/16/2022,"38,401.00",66.81,128767.14,"28,825.14","48,851.41",55.7,125.08,88.50,203.28,167.27,
7/23/2022,"38,253.96",72.01,126370.91,"29,624.65","48,415.84",57.17,134.29,99.04,204.33,168.50,
7/30/2022,"38,513.62",98.67,123373.53,"31,420.44","48,755.95",59,137.08,102.57,201.51,165.72,
8/6/2022,"38,198.39",91.12,120934.97,"31,038.67","47,785.59",68.82,137.15,102.54,199.23,163.72,
8/13/2022,"37,931.85",70.65,118759.96,"29,247.25","48,545.50",71.35,132.17,98.15,198.08,163.38,
8/20/2022,"37,143.81",51.65,116480.92,"29,112.25","47,830.96",110.92,127.99,94.40,197.20,162.39,
8/27/2022,"37,592.57",50.19,113684.82,"29,831.76","47,629.75",91.03,120.87,87.12,194.75,159.45,
9/3/2022,"37,965.98",36.98,110915.97,"29,812.94","49,242.43",69.36,113.89,80.03,193.39,158.72,
9/10/2022,"39,360.28",44.28,107764.54,"31,380.56","49,298.19",56.26,108.45,75.05,189.76,156.35,
9/17/2022,"38,406.46",40.81,105028.88,"31,633.60","48,595.70",59.93,109.16,76.43,188.36,155.09,
9/24/2022,"38,209.50",36,104588.05,"32,288.68","48,866.54",55.7,95.99,64.33,187.09,154.17,
10/1/2022,"38,468.03",10.21,104068.02,"32,407.56","48,829.56",55.7,92.50,61.31,183.34,151.11,
10/8/2022,"38,786.76",4.12,104296.77,"30,377.95","49,242.08",55.7,95.72,65.33,180.00,148.22,
10/15/2022,"40,663.13",3.02,103128.91,"30,808.88","49,298.12",55.7,90.63,60.78,175.02,144.14,
10/22/2022,"40,446.92",3.57,101925.98,"32,767.93","50,201.30",55.7,88.44,59.45,172.38,142.03,
10/29/2022,"38,210.20",0,101445.29,"33,665.51","48,275.09",55.7,88.17,59.97,171.72,141.57,
11/5/2022,"38,087.95",0,99788.99,"34,123.02","48,320.42",55.7,86.86,58.88,171.81,142.16,
11/12/2022,"39,075.33",0,98524.52,"34,965.61","48,583.07",55.7,90.82,62.88,171.21,141.76,
11/19/2022,"40,448.17",0,96288.31,"36,592.89","49,897.47",55.7,90.25,61.86,169.51,139.86,
11/26/2022,"39,816.21",0.07,94893.97,"38,438.71","48,798.67",55.7,90.00,61.66,168.39,139.17,
12/3/2022,"40,337.93",0.03,96786.96,"35,987.65","49,111.86",55.7,89.91,61.64,167.47,138.36,
12/10/2022,"40,884.11",0.01,98734.71,"36,845.10","49,793.52",55.7,93.05,64.59,164.24,135.39,
12/17/2022,"37,220.61",0.01,102105.91,"34,636.76","45,487.54",55.7,98.34,70.69,161.81,133.38,
12/24/2022,"36,330.73",0,107385.34,"32,944.34","45,965.04",55.7,97.30,69.90,159.41,131.04,
12/31/2022,"37,227.99",0,115576.77,"32,523.87","47,015.78",55.7,97.41,70.03,157.74,129.80,
1/7/2023,"38,434.22",0,128052.57,"35,025.07","48,931.24",55.7,98.12,70.52,155.91,127.72,
1/14/2023,"41,767.62",0,134337.59,"36,243.78","49,952.73",55.7,97.33,69.86,146.99,117.93,
1/21/2023,"41,295.31",0,139495.97,"36,915.33","49,374.53",67.13,96.84,69.53,140.39,112.14,
1/28/2023,"42,058.83",0,145062.63,"35,667.91","50,601.62",69.04,96.81,69.46,136.43,108.07,
2/4/2023,"42,799.45",0,149185.20,"36,700.23","50,749.23",69.04,96.47,69.34,133.03,104.91,
2/11/2023,"43,363.20",0,152751.47,"37,768.76","55,543.00",69.04,96.76,69.56,131.59,103.60,
2/18/2023,"40,430.42",0,156630.58,"34,203.99","50,502.54",69.04,96.81,69.5,130.62,102.44,
2/25/2023,"43,594.42",0,158637.88,"37,942.33","52,354.34",69.04,95.7,69.21,129.68,101.87,
3/4/2023,"43,709.63",0,164240.50,"37,363.34","51,897.10",69.04,96.21,69.34,128.88,100.91,
3/11/2023,"41,953.77",0,166841.92,"38,453.17","50,916.11",69.04,96.33,69.49,127.91,100.02,
3/18/2023,"42,776.35",0,168106.61,"40,807.71","52,141.30",69.04,95.81,69.31,126.16,98.56,
3/25/2023,"43,487.05",0,170136.03,"38,940.88","52,118.43",69.04,95.65,69.34,124.47,97.16,
4/1/2023,"40,794.09",0,172683.88,"36,416.04","50,588.52",69.04,95.69,69.38,123.14,95.71,
4/8/2023,"39,877.34",0,174991.11,"37,385.80","50,420.50",69.04,95.38,69.34,120.28,92.89,
4/15/2023,"39,430.16",0,175594.33,"38,238.56","50,393.93",69.04,95.08,69.26,118.49,91.24,
4/22/2023,"38,681.71",0,176423.19,"35,237.68","50,564.28",69.04,95.1,69.36,115.98,88.88,
4/29/2023,"39,360.00",0,176372.56,"37,866.35","49,823.48",69.04,94.58,69.34,113.62,86.61,
5/6/2023,"40,814.06",0,176403.92,"37,417.19","49,060.72",69.04,94.43,69.32,110.47,83.66,
5/13/2023,"38,876.09",0,176148.81,"36,596.00","48,474.17",69.04,95.05,69.39,109.09,82.33,
5/20/2023,"39,381.56",0,176184.44,"34,312.62","49,574.07",69.04,95.21,69.7,111.99,85.3,
5/27/2023,"40,044.02",0,176678.09,"35,808.02","49,375.52",69.04,95.74,69.83,118.63,91.49,
6/3/2023,"37,850.36",0,176777.83,"34,478.80","47,402.23",69.04,96.94,69.96,116.79,89.22,
6/10/2023,"39,406.35",0,176857.45,"36,085.10","48,745.05",69.04,97.21,70.23,115.31,88.49,
6/17/2023,"38,136.61",0,177287.23,"35,645.91","47,876.35",69.04,97.93,70.39,114.99,87.5,
6/24/2023,"38,365.27",0,176715.98,"34,217.79","48,625.60",69.04,98.79,70.41,114.8,86.7,
7/1/2023,"37,442.72",0,175734.89,"33,939.96","47,521.65",69.04,99.48,70.59,115.47,87.04,
7/8/2023,"39,106.24",0,174956.77,"33,107.68","49,593.96",69.04,100.01,70.9,116.8,87.85,
7/15/2023,"38,504.74",0,174175.33,"31,631.66","48,081.55",69.04,100.92,70.89,118.27,88.4,
7/22/2023,"39,047.59",0,172897.88,"31,735.05","48,868.00",69.04,102.12,70.26,118.81,87.99,
7/29/2023,"39,293.61",0,171354.45,"32,162.03","49,062.61",69.04,102.34,70.87,119.32,87.98,
8/5/2023,"40,763.51",0,169083.67,"34,290.08","49,662.16",69.04,102.89,70.5,119.12,87.76,
8/12/2023,"40,428.28",0,166743.66,"33,329.78","49,683.23",69.04,102.1,70.26,119.47,87.58,
8/19/2023,"42,147.76",0,163611.19,"38,063.17","52,087.11",69.04,102.16,70.14,119.09,87.25,
8/26/2023,"39,463.06",0,160896.81,"37,672.06","48,671.22",69.04,101.8,70.09,118.87,86.67,
9/2/2023,"41,214.84",0,159146.25,"35,005.43","51,993.75",69.04,101.54,69.83,117.53,85.23,
9/9/2023,"42,172.92",0,156000.03,"36,741.29","52,482.81",69.04,100.92,69.73,128.18,96.62,
9/16/2023,"44,159.44",0,152480.97,"37,979.90","53,925.48",69.04,101.18,69.65,127.9,96.16,
9/23/2023,"46,782.58",0,148135.22,"40,475.81","57,791.72",69.04,101.14,69.64,127.24,95.58,
9/30/2023,"43,827.31",0,145592.23,"36,280.59","54,171.47",69.04,101.26,69.98,128.53,96.78,
10/7/2023,"43,907.25",0,145114.80,"34,620.03","52,517.94",69.04,103.51,71.55,130.96,99.06,
10/14/2023,"43,649.81",0,144041.52,"34,059.02","52,361.94",117.59,112.64,80.93,137.64,105.75,
10/21/2023,"44,367.50",0,140972.94,"36,989.52","55,017.76",71.6,109.38,77.34,138.15,106.41,
10/28/2023,"43,849.61",0,139948.28,"37,511.76","53,516.06",69.04,110.83,79.04,138.77,106.74,
11/4/2023,"43,828.46",0,138277.44,"37,404.81","56,559.13",69.04,110.83,78.77,141.3,109.03,
11/11/2023,"50,590.50",0,133987.92,"43,115.56","61,389.81",69.04,106.74,74.51,141.71,109.21,
11/18/2023,"47,217.45",0,131537.75,"41,943.62","56,637.55",69.04,109.76,77.77,145.11,113.1,
11/25/2023,"45,432.64",0,130806.41,"39,006.59","55,343.93",69.04,110.82,78.87,148.58,116.88,
12/2/2023,"48,088.09",0,129787.88,"41,818.86","58,559.41",69.04,106.4,74.49,148.14,116.17,
12/9/2023,"46,335.49",0,128341.91,"40,070.89","57,308.70",69.04,105.3,73.04,148.87,116.83,
12/16/2023,"48,542.06",0,125171.81,"44,634.90","57,198.67",69.04,103.83,71.73,151.1,119.32,
12/23/2023,"43,057.46",0,124584.59,"38,251.00","50,995.07",69.04,105.64,73.74,153.85,122.08,
12/30/2023,"41,269.97",0,124501.27,"41,016.67","49,429.23",69.04,104.09,72.39,153.11,120.78,
1/6/2024,,,,,,,100.3,69.53,153.04,121.66,
1/13/2024,,,,,,,100.26,69.57,158.38,126.9,
1/20/2024,,,,,,,98.94,68.34,167.58,136.4,
1/27/2024,,,,,,,97.25,66.18,166.01,134.49,
2/3/2024,,,,,,,97.82,66.4,178.83,147.59,
2/10/2024,,,,,,,101.17,69.25,190.28,158.92,
2/17/2024,,,,,,,102.15,69.65,187.64,154.93,
2/24/2024,,,,,,,102.6,68.88,192.58,159.47,
3/2/2024,,,,,,,102.2,66.77,183.15,149.32,
3/9/2024,,,,,,,113.14,77.77,186.38,152.17,
3/16/2024,,,,,,,120.73,85.99,189.67,155.73,
3/23/2024,,,,,,,112.14,76.38,185.1,150.98,
3/30/2024,,,,,,,111.22,75.54,184.79,150.34,
4/6/2024,,,,,,,116.17,80.87,178.92,144.38,
4/13/2024,,,,,,,104.53,68.23,167,131.43,
4/20/2024,,,,,,,103.25,66.72,169.52,134.27,
4/27/2024,,,,,,,101.91,65.05,167.41,132.13,
5/4/2024,,,,,,,101.61,64.82,167.48,132.14,
5/11/2024,,,,,,,104.69,68.08,171.5,135.83,
5/18/2024,,,,,,,106.55,69.88,174.92,139.19,
5/25/2024,,,,,,,114.06,77.47,176.21,140.42,